Question,Company,Category,Complexity,Experience Level,Years of Experience
"At Meta, scale marketplace for Reels to new regions with seasonality spikes. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Meta,Metrics Product health,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CSAT? Include event taxonomy and A/B testing plan for B2B admin.,Meta,Product sense Problem-solving,Easy,PM,3-5
Propose a deprecation plan for a legacy internationalization feature in Ads at Meta. How do you mitigate risk to query success rate and inform finance?,Meta,Strategy Product vision,Easy,PM,3-5
"As a PM at Meta, how would you improve reliability for Feed under strict privacy rules? Which metrics (latency p95, refund rate) prove success?",Meta,Problem-solving Engagement,Easy,PM,3-5
"Design an MVP to boost refund rate for Reels at Meta focusing on latency. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,System Design,Easy,PM,3-5
Prioritize a roadmap for security at Meta's WhatsApp. How do you balance speed vs quality? DAU/MAU.,Meta,Product Sense,Easy,PM,3-5
You're the PM at Meta. Redesign conversion funnels in Feed to reduce DAU/MAU.,Meta,Success Criteria,Easy,PM,3-5
"At Meta, scale retention for Reels to new regions with strict privacy rules. What KPIs (session length, churn) and review cadence would you set?",Meta,Prioritization,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track fill rate? Include event taxonomy and A/B testing plan for churn prevention.,Meta,Product Health,Easy,PM,3-5
Propose a deprecation plan for a legacy accessibility feature in Ads at Meta. How do you mitigate risk to support ticket volume and inform sales?,Meta,Strategic,Easy,PM,3-5
"As a PM at Meta, how would you improve SEO for Feed under global rollout risk? Which metrics (time-to-first-action, conversion rate) prove success?",Meta,Leadership,Easy,PM,3-5
"Design an MVP to boost churn for Reels at Meta focusing on spam prevention. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Metrics,Easy,PM,3-5
Prioritize a roadmap for fraud detection at Meta's WhatsApp. How do you balance speed vs quality? average order value.,Meta,Growth,Easy,PM,3-5
You're the PM at Meta. Redesign self-serve in Feed to reduce NPS.,Meta,Behavioral,Easy,PM,3-5
"At Meta, scale enterprise controls for Reels to new regions with global rollout risk. What KPIs (upsell rate, CAC) and review cadence would you set?",Meta,Execution,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track activation rate? Include event taxonomy and A/B testing plan for workflow automation.,Meta,Technical,Easy,PM,3-5
Propose a deprecation plan for a legacy insights feature in Ads at Meta. How do you mitigate risk to CSAT and inform data science?,Meta,UXProduct Design,Easy,PM,3-5
"As a PM at Meta, how would you improve ML ranking for Feed under seasonality spikes? Which metrics (LTV, ARPU) prove success?",Meta,Strategy,Easy,PM,3-5
"Design an MVP to boost query success rate for Reels at Meta focusing on content moderation. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Strategic (Product sense),Easy,PM,3-5
Prioritize a roadmap for knowledge base at Meta's WhatsApp. How do you balance speed vs quality? latency p95.,Meta,General Personal,Easy,PM,3-5
You're the PM at Meta. Redesign onboarding in Feed to reduce session length.,Meta,Strategic Prioritization,Medium,PM,3-5
"At Meta, scale search for Reels to new regions with seasonality spikes. What KPIs (NPS, error rate) and review cadence would you set?",Meta,Strategic (Design),Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track ARPU? Include event taxonomy and A/B testing plan for notifications.,Meta,Strategic Market,Medium,PM,3-5
Propose a deprecation plan for a legacy payments feature in Ads at Meta. How do you mitigate risk to fill rate and inform ops?,Meta,Strategic Customer focus,Medium,PM,3-5
"As a PM at Meta, how would you improve trust & safety for Feed under strict privacy rules? Which metrics (successful payments, fill rate) prove success?",Meta,Estimation Analytical,Medium,PM,3-5
"Design an MVP to boost support ticket volume for Reels at Meta focusing on ads quality. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Estimation Product sense,Medium,PM,3-5
Prioritize a roadmap for creator tools at Meta's WhatsApp. How do you balance speed vs quality? time-to-first-action.,Meta,Leadership Behavioral,Medium,PM,3-5
You're the PM at Meta. Redesign data privacy in Feed to reduce successful payments.,Meta,Behavioral Collaboration,Medium,PM,3-5
"At Meta, scale internationalization for Reels to new regions with strict privacy rules. What KPIs (click-through rate, activation rate) and review cadence would you set?",Meta,Leadership Execution,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track error rate? Include event taxonomy and A/B testing plan for reliability.,Meta,Remote,Medium,PM,3-5
Propose a deprecation plan for a legacy security feature in Ads at Meta. How do you mitigate risk to activation rate and inform security?,Meta,Data Analytical Problem-solving,Medium,PM,3-5
"As a PM at Meta, how would you improve mobile performance for Feed under global rollout risk? Which metrics (retention D30, support ticket volume) prove success?",Meta,Metrics Data,Medium,PM,3-5
"Design an MVP to boost CSAT for Reels at Meta focusing on growth loops. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,General Product sense,Medium,PM,3-5
Prioritize a roadmap for conversion funnels at Meta's WhatsApp. How do you balance speed vs quality? LTV.,Meta,Behavioral Prioritization,Medium,PM,3-5
You're the PM at Meta. Redesign A/B testing in Feed to reduce time-to-first-action.,Meta,Analytical Problem-solving,Medium,PM,3-5
"At Meta, scale accessibility for Reels to new regions with global rollout risk. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Meta,Crisis Management Strategy,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track conversion rate? Include event taxonomy and A/B testing plan for SEO.,Meta,Growth Strategy,Medium,PM,3-5
Propose a deprecation plan for a legacy fraud detection feature in Ads at Meta. How do you mitigate risk to ARPU and inform design?,Meta,Product sense UX Improvement,Medium,PM,3-5
"As a PM at Meta, how would you improve pricing & packaging for Feed under seasonality spikes? Which metrics (session length, churn) prove success?",Meta,Product Launch Go-to-market,Medium,PM,3-5
"Design an MVP to boost fill rate for Reels at Meta focusing on subscriptions. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,AB Testing Metrics Trade-off Analysis,Medium,PM,3-5
Prioritize a roadmap for self-serve at Meta's WhatsApp. How do you balance speed vs quality? successful payments.,Meta,Product sense Engagement,Medium,PM,3-5
You're the PM at Meta. Redesign analytics in Feed to reduce average order value.,Meta,Metrics Analysis Problem-solving,Medium,PM,3-5
"At Meta, scale insights for Reels to new regions with seasonality spikes. What KPIs (average order value, query success rate) and review cadence would you set?",Meta,Product sense Strategy,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CAC? Include event taxonomy and A/B testing plan for ML ranking.,Meta,Product sense Prioritization,Medium,PM,3-5
Propose a deprecation plan for a legacy knowledge base feature in Ads at Meta. How do you mitigate risk to error rate and inform support?,Meta,Metrics Product health,Medium,PM,3-5
"As a PM at Meta, how would you improve customer support for Feed under strict privacy rules? Which metrics (upsell rate, CAC) prove success?",Meta,Product sense Problem-solving,Medium,PM,3-5
"Design an MVP to boost activation rate for Reels at Meta focusing on SLA. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,AB Testing Growth,Medium,PM,3-5
Prioritize a roadmap for onboarding at Meta's WhatsApp. How do you balance speed vs quality? retention D30.,Meta,Strategy Product vision,Medium,PM,3-5
You're the PM at Meta. Redesign recommendations in Feed to reduce click-through rate.,Meta,Product Sense,Medium,PM,3-5
"At Meta, scale payments for Reels to new regions with strict privacy rules. What KPIs (latency p95, refund rate) and review cadence would you set?",Meta,Launch,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track refund rate? Include event taxonomy and A/B testing plan for trust & safety.,Meta,Pricing,Hard,PM,3-5
Propose a deprecation plan for a legacy creator tools feature in Ads at Meta. How do you mitigate risk to conversion rate and inform compliance?,Meta,Prioritization,Hard,PM,3-5
"As a PM at Meta, how would you improve marketplace for Feed under global rollout risk? Which metrics (NPS, error rate) prove success?",Meta,Product Health,Hard,PM,3-5
"Design an MVP to boost ARPU for Reels at Meta focusing on B2B admin. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,AB Testing,Hard,PM,3-5
Prioritize a roadmap for data privacy at Meta's WhatsApp. How do you balance speed vs quality? session length.,Meta,Strategic,Hard,PM,3-5
You're the PM at Meta. Redesign latency in Feed to reduce upsell rate.,Meta,Growth,Hard,PM,3-5
"At Meta, scale security for Reels to new regions with global rollout risk. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Meta,Customer Obsession,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track churn? Include event taxonomy and A/B testing plan for mobile performance.,Meta,Foundation,Hard,PM,3-5
Propose a deprecation plan for a legacy conversion funnels feature in Ads at Meta. How do you mitigate risk to CAC and inform engineering?,Meta,Execution,Hard,PM,3-5
"As a PM at Meta, how would you improve retention for Feed under seasonality spikes? Which metrics (click-through rate, activation rate) prove success?",Meta,Technical,Hard,PM,3-5
"Design an MVP to boost error rate for Reels at Meta focusing on churn prevention. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,General,Hard,PM,3-5
Prioritize a roadmap for A/B testing at Meta's WhatsApp. How do you balance speed vs quality? upsell rate.,Meta,UXProduct Design,Hard,PM,3-5
You're the PM at Meta. Redesign spam prevention in Feed to reduce retention D30.,Meta,General Personal,Hard,PM,3-5
"At Meta, scale fraud detection for Reels to new regions with seasonality spikes. What KPIs (LTV, ARPU) and review cadence would you set?",Meta,Leadership Communication,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track query success rate? Include event taxonomy and A/B testing plan for pricing & packaging.,Meta,Strategic Data-driven,Hard,PM,3-5
Propose a deprecation plan for a legacy self-serve feature in Ads at Meta. How do you mitigate risk to refund rate and inform marketing?,Meta,Strategic (Design),Hard,PM,3-5
"As a PM at Meta, how would you improve enterprise controls for Feed under strict privacy rules? Which metrics (DAU/MAU, CSAT) prove success?",Meta,Strategic Market,Hard,PM,3-5
"Design an MVP to boost conversion rate for Reels at Meta focusing on workflow automation. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Strategic Design,Hard,PM,3-5
Prioritize a roadmap for analytics at Meta's WhatsApp. How do you balance speed vs quality? NPS.,Meta,Strategic Customer focus,Hard,PM,3-5
You're the PM at Meta. Redesign content moderation in Feed to reduce LTV.,Meta,Leadership Behavioral,Hard,PM,3-5
"At Meta, scale knowledge base for Reels to new regions with strict privacy rules. What KPIs (successful payments, fill rate) and review cadence would you set?",Meta,Strategic Collaboration,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track support ticket volume? Include event taxonomy and A/B testing plan for customer support.,Meta,Behavioral Data-driven,Hard,PM,3-5
